,text
7161,"فتحرز من دخلاء السوء، ومجالسة أهل الريب، وقد جرت لك في ذلك الأمثال، وسطرت لك فيه الأقاويل، فقالوا: "" المرء حيث يجعل نفسه ""، وقالوا: "" يظن المرء ما ظن بقرينه ""، وقالوا: "" بالمرء بشكله، والمرء بأليفه ""."
7162,ولن تقدر على التحرز من جماعة الناس، ولكن أقل المؤانسة إلا بأهل البراءة من كل دنس.
7163,واعلم أن المرء بقدر ما يسبق إليه يعرف، وبالمستفيض من أفعاله يوصف، وإن كان بين ذلك كثيرٌ من أفعاله ألغاه الناس وحكموا عليه بالغالب من أمره.
7164,فاجهد أن يكون أغلب الأشياء على أفاعيلك كل ما تحمده العوام ولا تذمه الجماعات، فإن ذلك يعفى على كل خلل إن كان.
7165,فبادر ألسنة الناس فاشغلها بمحاسنك، فإنهم إلى كل سيءٍ سراع، واستظهر على من دونك بالتفضل، وعلى نظرائك بالإنصاف، وعلى من فوقك بالإجلال.
7166,تأخذ بوثائق الأمور، وأزمة التدبير.
7167,واعلم أن كثرة العتاب سببٌ للقطيعة، واطراحه كله دليلٌ على قلة الاكتراث لأمر الصديق.
7168,فكن فيه بين أمرين: عاتبه فيما تشتركان في نفعه وضره وذلك في الهينات، وتجاف له عن بعض غفلاته تسلم لك ناحيته.
7169,وإن التقصير فيه يقبض عنك المؤانسين.
7170,فإن مزحت فلا تمزح بالذي يسوء معاشريك.
7171,وأنا أوصيك بخلقٍ قلّ من رأيته يتخلق به، وذاك أنّ محمله شديد، ومرتقاه صعب، وبسبب ذلك يورث الشرف وحميد الذكر: ألا يحدث لك انحطاط من حطت الدنيا من إخوانك استهانةً به، ولا لحقه إضاعة، ولما كنت تعلم من قدره استصغاراً؛ بل إن زرته قليلاً كان أشرف لك، وأعطف للقلوب عليك.
7172,ولا يحدث لك ارتفاع من رفعت الدنيا منهم تذللاً وإيثاراً له على نظرائه في الحفظ والإكرام؛ بل لو انقبضت عنه كان مادحك أكثر من ذامك، وكان هو أولى بالتعطّف عليك، إلا أن يكون مسلطاً تخاف شذاه ومعرته، وترجو عنده جرّ منفعةٍ لصديق، أو دفع مضرةٍ عنه، أو كبتاً لعدو وإنزال هوانٍ به، فإن السلطان وخيلاءه وزهوه يحتمل فيه ما لا يجوز في غيره، ويعذر فيه ما لا يعذر في سواه.
7173,واعلم أن نشر محاسنك لا يليق بك، ولا يقبل منك، إلا إذا كان القول لها على ألسن أهل المروءات، وذوي الصدق والوفاء، ومن ينجع قوله في القلوب ممن يستنام إلى قوله، ويصدق خبره، وممن إن قال صدق، أو مدح اقتصد، يثنى بقدر البلاء، فإن إشراف الثناء على قدر النعمة يولّد في القلوب التكذيب، ويدل على طلب المزايد.
7174,فأما ثناء المادحين لك في وجهك، فإنما تلك أسواقٌ أقاموها للأرباح، وساهلوك في المبايعة، ولم يكن في الثناء عليهم كلفة، لكساد أقاويلهم عند الناس.
7175,أولئك الصادقون عن طرق المكارم، والمثبطون عن ابتناء المعالى.
7176,فارتد لنعمك مغرساً تنمو فيه فروعها، وتزكو ثمرتها، لا تذهب نفقتك ضياعاً، إما لعاجلٍ تقدمه، أو لآجلِ ثناء تنتفع به.
7177,ولن تعدم أن يفجأك في بعض أحوالك حقوقٌ تبهظك، وأحوالٌ تفدحك، وأمورٌ كلها تتقسم عنايتك، وفي التثبت في مثلها تُعرف فضيلتك، فلا تستقبلها بالتضجع وتفتير الرأى، وابدأ منها بأعظمها منفعةً، وأشدها خوف ضرر.
7178,وكل ما أعجزك إلى الكفاة، واعتذر من تقصيرٍ إن كان؛ فإن الاعتذار يكسر حُمياً اللائمة، ويردع شذاة الشرة.
7179,ثم تلاف بعد انكشاف ذلك عنك ما فاتك، واجهد الجهد كله أن تكون مخارج الحقوق اللازمة لك من عندك سهلةً، موصولةً لأصحابها ببشرك وطلاقة وجهك؛ فقد زعمت الحكماء أن القليل مع طلاقة الوجه أوقع بقلوب ذوى المروءات من الكثير مع العبوس والانقباض.
7180,"وقد قال بعض الحكماء: "" غاية الأحرار أن يلقوا ما يحبون ويحرموا، أحب إليهم من أن يلقوا ما يكرهون ويعطوا ""."
7181,وما أبعدوا عن الحق.
7182,ولا يدعونك كفر كافرٍ لبعض نعمك ممن آثر هواه على دينه ومروءته، أو غدرة غادرٍ تصنع لك وختلك عن مالك، أن تزهد في الإنعام، وتسيء بثقاتك الظنون؛ فإن هذا موضع يجد الشيطان في مثله الذريعة إلى استفساد الصنائع، وتعطيل المكارم.
7183,واعلم أن استصغارك نعمك يكبرها عند ذوى العقول، وسترك لها نشرٌ لها عندهم؛ فانشرها بسترها، وكبرها باستصغارها.
7184,واعلم أن من الفعل أفاعيل وإن عظمت منافعها، ومنافع أضدادها فلإيثارها فضيلة على كل حال.
7185,فاجعل صمتك أكثر من كلامك؛ فإنه أدل على حكمتك.
7186,واجعل عفوك أكثر من عقوبتك؛ فإن ذلك أدل على كرمك.
7187,ولا تفرطن فيه كل الإفراط حتى تطرح الكلام في موضعه، والتأديب في أوانه.
7188,واعلم أن لكل امرئ سيداً من عمله، قد ساهلته فيه نفسه وسلس له فيه هواه، فتحفظ ذلك من نفسك، وتقاضها الزيادة فيه، ورضها على تثميره والمواظبة عليه.
7189,واحذر الحذر كله الاغترار بأمور ثلاثة؛ فإن من عطب بها كثير، وتلافيها صعب شديد: أحدها: ألا تولى جسائم تصرفك وتقلدمهم أمورك ووثائق تدبيرك إلا امرأً صلاحه موصول بصلاحك، وباء النعمة عليك هو بقاء النعمة عليه.
7190,أو أن تأنس أو تغتر بمن تعلم أن بصلاحك فساده، وبارتفاعك انحطاطه، وبسلامتك عطبه؛ فإن من كان هكذا فأنت ملك موته.
7191,فبحسب ذلك فليكن عندك.
7192,أو أن تجعل مالك كله في عقدة واحدة، أو حيز واحد، أو وجه منفرد، إن اجتاحته جائحةٌ أو نابته نائبة بقيت حسيراً.
7193,"وقد قال بعض الحكماء: "" فرقوا المنية ""، و "" اطلبوا الأرباح بكل شعب ""."
7194,واعلم أنه ليس من الأخلاق التي ذمتها الحكماء خلق إلا وقد ينفع في بعض الحالات، ويرد به شكله، ويقام بإزاء مثله، ويدافع به نظيره.
7195,إنك ستمنى بصحبة السلطان الحازم العادل، وبصحبة السلطان الأخرق الجهول الغشوم.
7196,فالحازم العادل يسوسه لك الأدب والنصح، والأخرق تسوسه لك الحلة والرفق.
7197,العادل يعضدك منه ثلاث، وتصبر نفسه لك على ثلاث: فاللواتي يعضدنك: تسليط العدل وإنفاذ الحكومة - وفي ذلك صلاح الرعية - وإثابة المحسنين الذين إثابتهم تحصين البيضة والسبل، والعفو ما بلغ به الاستصلاح، واكتفى به من البسط.
7198,واللواتي تصبر نفسه لك عليهن: الهوى إلى ما وافق الرأي، وأمضى الرأي إلا بعد التثبت حتى تعاونه عليه النصحاء.
7199,ولكني أوصيك برياضة نفسك حتى تذللها على الأمور المحمودة؛ فإن كل أمر ممدوح هو مما تستثقل النفوس.
7200,ومما تسر به وتنقلب إليه الأخلاق المذمومة.
7201,فإن أهملتها وإياها غلبت عليك، لأنها فيها طبيعة مركبة، وجبلة مفطورة.
7202,فلتكن المساهلة في أخلاقك أغلب عليك من المعاسرة، والحلم أولى بك من العجلة، والصبر الحاكم عليك دون الجزع، والعفو أسبق إليك من المجازاة بالذنوب، والمكافأة بالسوء.
7203,وكذلك سائر الأخلاق المحمودة والمذمومة، فلتكن محموداتها غالبة على أفعالك، محكمة في أمورك فإنك إن ضبطت ذلك، وقومت عليه نفسك، عشت رخي البال، قليل الهموم، كثير الصديق قليل العدو، سليم الدين، نقي العرض، محمود الفعال، جميل الأحدوثة في حياتك وبعد وفاتك، وكنت بموضع الرجاء أن يصل الله لك السلامة الآجلة بالنعمة العاجلة، إن شاء الله عز وجل.
